customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type
DE23903,oregon,5905.971667,No,Basic,Bachelor,2/22/11,Employed,F,59848,Rural,Married,73,5.0,98,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,131.614733,Two-Door Car,Medsize,A
LA52988,oregon,4144.868939,No,Basic,High School or Below,1/18/11,Employed,F,64478,Rural,Married,103,30.0,92,0.0,1,Personal Auto,Personal L3,Offer2,Branch,8.281829,SUV,Medsize,A
ME87834,oregon,4219.02412,No,Basic,Bachelor,2/20/11,Employed,M,62396,Suburban,Married,107,24.0,52,0.0,1,Personal Auto,Personal L3,Offer3,Web,693.414133,SUV,Medsize,A
EV68966,california,9419.883665,No,Basic,College,2/23/11,Employed,M,87840,Rural,Married,118,22.0,42,1.0,3,Personal Auto,Personal L3,Offer1,Call Center,161.590594,SUV,Medsize,A
HF11584,arizona,12913.49818,No,Basic,Master,1/11/11,Employed,M,62448,Suburban,Married,107,0.0,11,0.0,2,Personal Auto,Personal L3,Offer1,Branch,513.6,SUV,Medsize,A
SE50560,oregon,2818.31302,No,Basic,College,1/17/11,Employed,M,88816,Rural,Married,70,33.0,9,0.0,1,Personal Auto,Personal L2,Offer3,Branch,164.282841,Two-Door Car,Medsize,A
VM50666,california,9718.463569,No,Basic,Doctor,1/11/11,Unemployed,M,0,Suburban,Divorced,65,12.0,46,0.0,2,Special Auto,Special L3,Offer1,Branch,312.0,Four-Door Car,Large,A
GJ47896,arizona,2661.033435,No,Basic,College,1/13/11,Employed,F,35503,Urban,Married,67,14.0,95,0.0,1,Personal Auto,Personal L3,Offer1,Branch,216.173135,Two-Door Car,Medsize,A
IJ36435,california,5811.61185,No,Extended,College,1/24/11,Unemployed,F,0,Urban,Married,79,10.0,22,0.0,8,Personal Auto,Personal L2,Offer3,Agent,304.550129,Four-Door Car,Medsize,A
TI48450,california,7948.544751,No,Basic,College,2/15/11,Employed,M,23916,Suburban,Married,68,33.0,86,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,481.113765,Two-Door Car,Medsize,A
HK15299,california,5479.854218,No,Basic,High School or Below,1/28/11,Employed,M,38210,Suburban,Married,69,25.0,41,0.0,3,Personal Auto,Personal L2,Offer2,Agent,383.043363,Four-Door Car,Medsize,A
NZ81536,washington,16710.83929,No,Extended,Doctor,2/7/11,Employed,F,73049,Rural,Single,139,3.0,42,0.0,2,Personal Auto,Personal L3,Offer1,Branch,284.43696,SUV,Medsize,A
GD55093,california,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19.0,59,0.0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize,A
GZ64473,nevada,2757.383982,No,Basic,College,1/12/11,Employed,M,50414,Suburban,Married,69,25.0,34,0.0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A
PK51938,oregon,3044.78946,No,Extended,College,1/14/11,Retired,F,17489,Suburban,Divorced,85,31.0,28,0.0,1,Corporate Auto,Corporate L3,Offer4,Branch,587.689075,Four-Door Car,Small,A
MC85738,california,14635.45158,Yes,Extended,Bachelor,2/27/11,Unemployed,F,0,Suburban,Divorced,139,5.0,56,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,Medsize,A
UG37492,california,4362.931238,Yes,Premium,College,1/3/11,Employed,M,58842,Suburban,Married,110,6.0,74,0.0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,A
VY40793,oregon,4270.034394,Yes,Extended,College,1/19/11,Unemployed,M,0,Suburban,Married,122,27.0,2,0.0,1,Personal Auto,Personal L3,Offer2,Agent,725.870693,SUV,Medsize,A
GD83998,washington,2659.337982,No,Basic,Bachelor,1/31/11,Employed,M,24495,Suburban,Single,70,29.0,65,0.0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,A
MV54498,california,5503.919257,No,Basic,College,2/13/11,Employed,F,59932,Rural,Single,71,16.0,77,1.0,3,Personal Auto,Personal L3,Offer1,Branch,116.600107,Four-Door Car,Medsize,A
AC67315,nevada,13862.10016,No,Basic,Bachelor,2/21/11,Employed,F,96950,Suburban,Married,115,20.0,74,0.0,2,Personal Auto,Personal L2,Offer4,Agent,633.132017,Sports Car,Large,A
WH62198,california,2213.187935,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Divorced,63,0.0,66,0.0,1,Personal Auto,Personal L2,Offer1,Call Center,305.552429,Four-Door Car,Small,A
EL62967,oregon,2712.915597,No,Basic,High School or Below,2/7/11,Employed,F,58508,Rural,Single,69,32.0,11,0.0,1,Personal Auto,Personal L3,Offer2,Web,57.614392,Two-Door Car,Medsize,A
JW33458,california,5729.855012,No,Basic,Master,2/15/11,Employed,F,92254,Urban,Married,70,7.0,94,0.0,7,Corporate Auto,Corporate L3,Offer3,Call Center,245.593225,Four-Door Car,Medsize,A
NK26146,washington,7072.928971,No,Basic,College,2/11/11,Employed,F,90551,Suburban,Divorced,61,28.0,4,4.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,374.527412,Four-Door Car,Small,A
GP19791,california,16510.96722,No,Basic,College,2/12/11,Employed,F,31356,Suburban,Married,68,25.0,13,0.0,2,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small,A
BC48076,washington,7783.78421,No,Basic,Master,1/11/11,Employed,F,48689,Suburban,Married,191,15.0,18,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,985.193759,Luxury Car,Medsize,A
ZI85739,california,15860.03591,No,Extended,Master,2/25/11,Unemployed,F,0,Rural,Married,136,10.0,41,0.0,2,Personal Auto,Personal L1,Offer1,Branch,46.098963,SUV,Small,A
ON68006,california,5520.149969,No,Basic,Bachelor,1/16/11,Employed,F,26129,Suburban,Divorced,70,4.0,38,0.0,3,Personal Auto,Personal L2,Offer1,Agent,419.187114,Four-Door Car,Medsize,A
DL26809,nevada,6826.797741,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,68,13.0,26,0.0,2,Personal Auto,Personal L3,Offer1,Agent,489.6,Two-Door Car,Small,A
AW86033,california,2119.894333,No,Basic,College,1/13/11,Disabled,M,18287,Suburban,Married,61,6.0,56,4.0,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize,A
IS55638,california,15503.72309,No,Basic,College,2/18/11,Employed,F,29932,Suburban,Married,64,34.0,5,0.0,2,Personal Auto,Personal L2,Offer1,Branch,319.710124,Two-Door Car,Medsize,A
TP33286,washington,12010.93726,No,Premium,High School or Below,2/5/11,Unemployed,M,0,Suburban,Single,119,3.0,24,0.0,2,Corporate Auto,Corporate L2,Offer2,Agent,856.8,Four-Door Car,Medsize,A
BW52697,california,5505.057003,No,Basic,College,1/1/11,Employed,F,86132,Urban,Married,68,30.0,10,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,301.437365,Two-Door Car,Medsize,A
TK60799,arizona,4160.018087,No,Basic,High School or Below,1/8/11,Employed,F,96263,Rural,Married,103,5.0,5,0.0,1,Personal Auto,Personal L3,Offer2,Agent,1.924709,SUV,Small,A
OJ90342,oregon,2457.440923,No,Basic,Bachelor,2/7/11,Employed,F,29486,Rural,Married,62,19.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Web,7.646763,Four-Door Car,Medsize,A
OS21957,california,8896.500265,No,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112,4.0,48,0.0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,A
GM54723,california,9061.63365,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,65,19.0,87,0.0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,Small,A
JU66696,california,9810.407902,No,Extended,Master,2/20/11,Unemployed,F,0,Suburban,Married,131,15.0,90,0.0,8,Corporate Auto,Corporate L2,Offer3,Branch,628.8,Sports Car,Large,A
HR64765,washington,8485.385641,No,Extended,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,244,10.0,99,0.0,1,Personal Auto,Personal L3,Offer1,Branch,1756.8,Luxury Car,Small,A
BG48083,nevada,6386.278164,No,Extended,Bachelor,1/20/11,Employed,F,23751,Suburban,Single,82,4.0,9,1.0,7,Personal Auto,Personal L2,Offer1,Web,586.921708,Two-Door Car,Medsize,A
ZK56389,arizona,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16.0,93,0.0,1,Special Auto,Special L3,Offer1,Branch,572.072106,Four-Door Car,Medsize,A
HY43263,california,8265.379176,No,Extended,Bachelor,2/7/11,Unemployed,F,0,Suburban,Single,77,17.0,41,0.0,2,Corporate Auto,Corporate L3,Offer2,Agent,554.4,Two-Door Car,Small,A
VK43303,oregon,6019.92547,No,Extended,Bachelor,1/30/11,Employed,M,68658,Urban,Single,77,7.0,60,0.0,8,Personal Auto,Personal L1,Offer2,Branch,296.261405,Two-Door Car,Medsize,A
RJ80405,arizona,5498.661301,No,Basic,Bachelor,1/22/11,Employed,M,33191,Suburban,Married,70,9.0,80,0.0,9,Personal Auto,Personal L1,Offer3,Branch,443.53718,Four-Door Car,Medsize,A
YB33445,oregon,8982.850377,No,Basic,College,2/13/11,Employed,F,43490,Rural,Married,114,24.0,63,4.0,6,Corporate Auto,Corporate L1,Offer1,Call Center,174.588413,SUV,Medsize,A
UE96503,california,5599.668502,No,Basic,Doctor,2/5/11,Unemployed,M,0,Suburban,Married,73,1.0,60,0.0,5,Corporate Auto,Corporate L2,Offer4,Web,350.4,Four-Door Car,Medsize,A
GP13187,california,14917.33495,No,Basic,Master,1/12/11,Unemployed,F,0,Suburban,Married,190,1.0,36,0.0,3,Personal Auto,Personal L3,Offer1,Branch,1368.0,Luxury Car,Medsize,A
DS47984,arizona,3237.996209,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3.0,72,3.0,1,Personal Auto,Personal L1,Offer3,Agent,326.281835,Four-Door Car,Medsize,A
MY51849,oregon,4903.810606,No,Basic,Bachelor,2/22/11,Unemployed,F,0,Suburban,Married,66,19.0,29,0.0,8,Personal Auto,Personal L3,Offer1,Branch,469.6093,Four-Door Car,Large,A
VW63894,california,7870.360084,No,Extended,Master,2/4/11,Employed,M,75740,Rural,Married,98,8.0,42,0.0,3,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize,A
YI70563,california,2780.845565,No,Basic,Bachelor,2/25/11,Employed,M,88704,Urban,Married,69,16.0,78,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,259.714887,Two-Door Car,Small,A
RA29518,washington,5512.342258,No,Extended,Master,2/24/11,Employed,M,45971,Rural,Married,138,15.0,91,0.0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,Medsize,A
ZW76597,california,5271.372558,No,Basic,Bachelor,2/14/11,Retired,F,13215,Suburban,Married,74,30.0,17,1.0,3,Corporate Auto,Corporate L3,Offer1,Branch,443.772927,Four-Door Car,Small,A
XS44101,california,6712.294021,No,Extended,Bachelor,2/4/11,Employed,F,44891,Rural,Married,83,12.0,75,0.0,6,Personal Auto,Personal L3,Offer3,Call Center,74.803791,Four-Door Car,Medsize,A
GW14698,arizona,4882.493829,No,Basic,College,2/28/11,Employed,F,80604,Urban,Married,61,22.0,86,0.0,3,Corporate Auto,Corporate L3,Offer4,Web,255.982609,Four-Door Car,Medsize,A
SP36555,arizona,6507.751779,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,97,4.0,11,0.0,4,Personal Auto,Personal L1,Offer1,Agent,863.219668,Four-Door Car,Medsize,A
FR17176,arizona,14944.83656,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,68,11.0,52,0.0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,Medsize,A
FH22095,california,2520.818611,No,Basic,College,2/7/11,Employed,M,39377,Suburban,Married,64,7.0,53,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,307.2,Two-Door Car,Small,A
LU40443,oregon,5543.802692,No,Basic,Master,2/12/11,Employed,M,64255,Urban,Single,70,7.0,36,0.0,8,Personal Auto,Personal L2,Offer2,Web,193.86537,Four-Door Car,Medsize,A
PU98976,california,6187.345744,No,Extended,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,88,17.0,25,0.0,6,Personal Auto,Personal L3,Offer1,Call Center,633.6,Four-Door Car,Medsize,A
ZO16199,california,5354.365535,No,Basic,High School or Below,2/16/11,Disabled,F,17099,Suburban,Married,69,13.0,28,0.0,9,Personal Auto,Personal L2,Offer1,Web,331.2,Four-Door Car,Small,A
ZI95657,california,10972.06778,Yes,Extended,Doctor,1/18/11,Employed,M,24164,Suburban,Divorced,137,2.0,40,0.0,5,Personal Auto,Personal L3,Offer2,Agent,657.6,Sports Car,Medsize,A
AO20938,arizona,32021.40422,No,Basic,High School or Below,1/12/11,Employed,F,31433,Suburban,Married,100,5.0,23,0.0,2,Personal Auto,Personal L1,Offer2,Call Center,635.020091,SUV,Small,A
FX65946,arizona,5754.746414,No,Basic,Bachelor,1/3/11,Employed,M,34847,Suburban,Married,73,26.0,24,0.0,7,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Small,A
SY48471,california,5163.838813,No,Basic,High School or Below,2/22/11,Employed,F,88692,Urban,Married,64,29.0,26,0.0,5,Personal Auto,Personal L2,Offer1,Agent,253.193647,Four-Door Car,Medsize,A
NV11692,nevada,4420.248983,No,Basic,Bachelor,1/28/11,Unemployed,F,0,Suburban,Single,68,0.0,93,3.0,5,Personal Auto,Personal L3,Offer2,Agent,546.420009,Four-Door Car,Large,A
HN35280,arizona,2446.664534,No,Basic,Bachelor,2/13/11,Employed,M,82225,Suburban,Divorced,61,24.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize,A
ZK54897,arizona,14435.67365,Yes,Premium,Master,1/26/11,Employed,M,60880,Rural,Married,119,25.0,89,0.0,2,Personal Auto,Personal L3,Offer1,Agent,109.906628,Two-Door Car,Medsize,A
ZY99878,california,13742.53724,No,Premium,High School or Below,1/3/11,Employed,M,90343,Urban,Single,175,11.0,68,0.0,3,Personal Auto,Personal L2,Offer1,Branch,833.072722,SUV,Medsize,A
GL67540,california,5904.088162,No,Basic,College,1/15/11,Employed,F,97413,Urban,Married,73,21.0,80,0.0,6,Personal Auto,Personal L3,Offer1,Agent,268.819985,Four-Door Car,Medsize,A
XF94149,california,4087.512572,No,Basic,College,2/15/11,Employed,M,24123,Suburban,Married,104,7.0,61,0.0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,SUV,Medsize,A
UD61088,california,13799.05459,No,Extended,Bachelor,2/23/11,Unemployed,M,0,Suburban,Married,127,20.0,31,0.0,2,Personal Auto,Personal L1,Offer1,Agent,609.6,SUV,Small,A
SK47162,oregon,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28.0,11,0.0,1,Personal Auto,Personal L2,Offer2,Agent,660.430456,SUV,Medsize,A
YN75239,oregon,7910.866718,No,Basic,College,1/12/11,Employed,M,77577,Rural,Married,199,14.0,37,1.0,1,Personal Auto,Personal L3,Offer3,Agent,35.768916,Luxury SUV,Small,A
HG65194,oregon,8672.814261,No,Extended,College,2/10/11,Unemployed,F,0,Suburban,Single,125,8.0,61,0.0,3,Personal Auto,Personal L2,Offer1,Branch,600.0,SUV,Medsize,A
CG33085,oregon,13357.44544,No,Extended,Doctor,2/2/11,Unemployed,M,0,Suburban,Divorced,124,13.0,1,0.0,2,Personal Auto,Personal L3,Offer3,Agent,696.034509,SUV,Medsize,A
QE22757,nevada,2491.317024,Yes,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30.0,77,0.0,1,Personal Auto,Personal L3,Offer1,Agent,67.530904,Four-Door Car,Large,A
FH81263,california,6006.211611,No,Basic,High School or Below,2/10/11,Employed,M,85510,Suburban,Married,74,19.0,68,0.0,4,Corporate Auto,Corporate L3,Offer1,Agent,355.2,Four-Door Car,Small,A
CV90092,oregon,8184.691323,No,Basic,College,1/16/11,Employed,M,82680,Suburban,Married,68,8.0,86,0.0,2,Corporate Auto,Corporate L3,Offer1,Branch,326.4,Four-Door Car,Medsize,A
CE17166,california,7596.143777,No,Extended,College,1/6/11,Employed,M,56225,Suburban,Divorced,97,10.0,95,0.0,3,Personal Auto,Personal L2,Offer1,Agent,465.6,Four-Door Car,Small,A
ZH98656,nevada,8593.866533,No,Basic,Master,2/28/11,Employed,F,91276,Suburban,Married,105,14.0,4,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,504.0,SUV,Large,A
WS24655,oregon,29676.81386,No,Premium,College,2/10/11,Employed,F,33992,Suburban,Single,194,15.0,46,1.0,2,Personal Auto,Personal L3,Offer1,Call Center,931.2,SUV,Medsize,A
CV75841,california,4369.496687,No,Premium,College,1/25/11,Employed,M,97321,Rural,Single,110,35.0,46,0.0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,Medsize,A
YK23193,nevada,6057.07208,Yes,Extended,Bachelor,2/14/11,Retired,M,27681,Suburban,Married,83,13.0,62,0.0,9,Personal Auto,Personal L3,Offer2,Agent,398.4,Two-Door Car,Medsize,A
EK59571,oregon,3885.456401,Yes,Premium,College,2/28/11,Unemployed,M,0,Suburban,Married,105,3.0,92,0.0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,A
FO13070,california,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,A
JT41591,washington,2705.987629,No,Extended,College,2/14/11,Unemployed,M,0,Suburban,Single,83,15.0,85,1.0,1,Personal Auto,Personal L1,Offer1,Agent,398.4,Four-Door Car,Large,A
CQ19667,oregon,4257.477861,No,Premium,Bachelor,1/6/11,Employed,F,49853,Suburban,Single,109,17.0,47,0.0,1,Personal Auto,Personal L3,Offer1,Branch,679.534284,Four-Door Car,Medsize,A
BW51534,california,8364.502793,No,Basic,High School or Below,1/16/11,Unemployed,F,0,Suburban,Married,110,7.0,40,0.0,5,Corporate Auto,Corporate L2,Offer1,Branch,528.0,SUV,Small,A
WO42164,oregon,6465.223746,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Single,92,9.0,24,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,662.4,Four-Door Car,Medsize,A
BT76268,california,5878.199296,No,Basic,College,1/15/11,Employed,F,22061,Suburban,Married,74,25.0,25,0.0,8,Personal Auto,Personal L2,Offer2,Branch,355.2,Four-Door Car,Medsize,A
ID40186,oregon,12904.94336,No,Premium,Bachelor,2/27/11,Employed,F,27778,Suburban,Divorced,109,30.0,14,0.0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Large,A
YN17362,california,2496.766693,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,73,13.0,33,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize,A
JS19054,oregon,3339.299496,No,Extended,Bachelor,1/9/11,Employed,F,38821,Suburban,Single,87,14.0,64,0.0,1,Personal Auto,Personal L3,Offer1,Agent,488.84232,Two-Door Car,Small,A
EK19337,oregon,3040.253837,No,Extended,High School or Below,1/31/11,Unemployed,F,0,Suburban,Single,83,30.0,44,0.0,1,Personal Auto,Personal L3,Offer1,Agent,989.105367,Four-Door Car,Small,A
SK46419,california,4072.849436,No,Basic,High School or Below,1/31/11,Employed,M,96443,Suburban,Single,102,1.0,17,0.0,1,Personal Auto,Personal L3,Offer4,Branch,489.6,SUV,Medsize,A
JS90115,nevada,19597.05706,No,Basic,High School or Below,1/9/11,Employed,F,64559,Rural,Divorced,62,31.0,90,0.0,2,Personal Auto,Personal L3,Offer3,Agent,107.538749,Four-Door Car,Medsize,A
BM83544,arizona,7439.978924,No,Basic,Bachelor,1/25/11,Unemployed,F,0,Suburban,Single,108,2.0,94,0.0,5,Personal Auto,Personal L2,Offer2,Agent,518.4,SUV,Medsize,A
RB50392,washington,7838.068321,No,Basic,Master,2/17/11,Unemployed,F,0,Rural,Married,69,9.0,12,0.0,2,Personal Auto,Personal L1,Offer2,Agent,2.704934,Four-Door Car,Medsize,A
MF41879,oregon,8215.388242,No,Basic,Doctor,2/6/11,Unemployed,M,0,Suburban,Married,110,10.0,32,0.0,7,Personal Auto,Personal L2,Offer2,Web,601.021286,SUV,Small,A
DJ71217,washington,21561.71277,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Single,110,11.0,59,0.0,2,Personal Auto,Personal L2,Offer3,Branch,792.0,SUV,Medsize,A
TJ76363,arizona,10629.21789,No,Extended,Doctor,1/29/11,Employed,F,36495,Rural,Married,133,14.0,97,1.0,3,Corporate Auto,Corporate L3,Offer2,Agent,229.930796,SUV,Medsize,A
VY76337,washington,5112.104787,No,Basic,High School or Below,1/20/11,Disabled,M,15131,Suburban,Married,67,14.0,13,0.0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Large,A
MM62953,arizona,5619.849825,No,Basic,High School or Below,2/16/11,Employed,M,66620,Suburban,Married,70,13.0,75,0.0,7,Personal Auto,Personal L3,Offer3,Agent,336.0,Four-Door Car,Medsize,A
YS71471,arizona,2685.738737,No,Basic,High School or Below,1/3/11,Employed,M,45754,Suburban,Divorced,69,34.0,88,0.0,1,Personal Auto,Personal L3,Offer2,Web,333.189774,Two-Door Car,Medsize,A
GS76685,california,10408.96865,Yes,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,3.0,43,1.0,2,Corporate Auto,Corporate L3,Offer1,Branch,523.815839,SUV,Medsize,A
QA87025,oregon,5670.442396,No,Basic,Bachelor,1/31/11,Employed,F,28406,Urban,Married,72,16.0,35,1.0,4,Personal Auto,Personal L3,Offer1,Call Center,192.87572,Four-Door Car,Medsize,A
YQ95507,oregon,2535.223185,No,Basic,High School or Below,2/26/11,Employed,F,69259,Suburban,Divorced,63,3.0,30,0.0,1,Personal Auto,Personal L3,Offer3,Call Center,362.51794,Four-Door Car,Small,A
FY77803,california,10129.50677,No,Basic,High School or Below,1/11/11,Unemployed,F,0,Suburban,Married,68,34.0,31,0.0,2,Corporate Auto,Corporate L1,Offer4,Call Center,326.4,Four-Door Car,Medsize,A
EY83434,washington,22029.1505,No,Extended,High School or Below,1/22/11,Unemployed,M,0,Suburban,Married,121,27.0,58,0.0,2,Personal Auto,Personal L3,Offer2,Branch,580.8,SUV,Large,A
HS97484,california,32437.0535,No,Extended,College,2/3/11,Unemployed,F,0,Suburban,Divorced,99,15.0,85,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,475.2,Four-Door Car,Medsize,A
VW73816,oregon,9185.025301,No,Basic,Bachelor,1/28/11,Employed,M,73795,Urban,Married,116,1.0,77,1.0,3,Personal Auto,Personal L3,Offer1,Agent,501.716934,SUV,Medsize,A
CD14267,nevada,4235.183999,No,Premium,College,2/12/11,Employed,M,60334,Rural,Married,106,5.0,67,0.0,1,Corporate Auto,Corporate L3,Offer2,Web,111.164747,Four-Door Car,Large,A
MI99404,california,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15.0,26,0.0,3,Personal Auto,Personal L3,Offer1,Agent,468.0,Two-Door Car,Medsize,A
FO33051,arizona,16355.31386,No,Premium,College,2/16/11,Medical Leave,M,29439,Suburban,Divorced,146,4.0,10,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,700.8,SUV,Large,A
BA56812,oregon,6185.337641,No,Extended,Master,2/10/11,Employed,M,21020,Rural,Divorced,80,1.0,36,0.0,4,Corporate Auto,Corporate L2,Offer4,Branch,178.371281,Four-Door Car,Medsize,A
MB15338,california,11472.23701,No,Basic,College,2/3/11,Employed,M,62134,Rural,Single,73,13.0,14,0.0,2,Personal Auto,Personal L2,Offer2,Web,25.333594,Two-Door Car,Medsize,A
LQ79472,arizona,3423.822189,No,Extended,College,1/17/11,Employed,M,99816,Rural,Single,86,0.0,0,0.0,1,Corporate Auto,Corporate L2,Offer3,Branch,172.913031,Two-Door Car,Medsize,A
SS13550,nevada,6745.248379,No,Basic,High School or Below,2/4/11,Unemployed,M,0,Suburban,Single,192,1.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,1921.248929,Luxury SUV,Large,A
BJ65040,arizona,2733.431887,No,Basic,High School or Below,1/3/11,Employed,F,93558,Suburban,Married,67,19.0,5,0.0,1,Personal Auto,Personal L3,Offer4,Agent,478.234236,Four-Door Car,Medsize,A
LT94367,california,26134.90739,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Divorced,111,1.0,72,0.0,2,Personal Auto,Personal L2,Offer1,Branch,673.262794,Sports Car,Small,A
OH64088,california,7375.567916,No,Basic,High School or Below,2/9/11,Employed,M,33345,Suburban,Single,65,32.0,52,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,338.619869,Four-Door Car,Medsize,A
ML68781,california,2628.563096,No,Basic,College,1/21/11,Employed,F,84498,Urban,Married,65,18.0,83,0.0,1,Personal Auto,Personal L3,Offer2,Branch,255.210049,Four-Door Car,Medsize,A
PV24005,oregon,4221.312544,No,Basic,High School or Below,2/8/11,Unemployed,M,0,Suburban,Single,62,12.0,68,0.0,3,Personal Auto,Personal L1,Offer3,Web,614.081483,Four-Door Car,Small,A
UI64573,oregon,3470.177816,No,Extended,High School or Below,1/23/11,Employed,F,94885,Rural,Married,86,18.0,10,3.0,1,Personal Auto,Personal L1,Offer2,Web,170.532133,Four-Door Car,Medsize,A
LA13377,california,5509.895664,No,Basic,Doctor,1/25/11,Employed,M,78879,Suburban,Married,69,9.0,67,1.0,4,Personal Auto,Personal L3,Offer4,Call Center,466.570791,Four-Door Car,Small,A
OI39449,california,8002.308333,Yes,Basic,College,1/11/11,Unemployed,F,0,Suburban,Married,107,3.0,65,0.0,3,Personal Auto,Personal L2,Offer1,Agent,513.6,SUV,Medsize,A
ER40041,oregon,22195.80299,No,Basic,College,2/5/11,Employed,F,78965,Rural,Married,183,3.0,78,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,145.587985,Luxury Car,Medsize,A
TO84268,california,9051.712161,No,Premium,Master,1/12/11,Employed,M,60964,Urban,Married,113,21.0,16,0.0,4,Personal Auto,Personal L2,Offer3,Agent,327.723713,Four-Door Car,Medsize,A
CF95802,california,8151.719109,No,Basic,College,2/10/11,Unemployed,M,0,Suburban,Single,114,9.0,27,0.0,5,Personal Auto,Personal L2,Offer2,Branch,820.8,SUV,Small,A
JF25129,california,8509.850887,Yes,Basic,Master,1/31/11,Disabled,M,26057,Suburban,Divorced,74,3.0,63,0.0,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,Small,A
XF83901,arizona,3692.583567,No,Premium,College,1/12/11,Unemployed,F,0,Suburban,Single,105,28.0,69,0.0,1,Personal Auto,Personal L2,Offer1,Branch,756.0,Four-Door Car,Large,A
TH72420,oregon,8720.458745,No,Basic,Doctor,1/5/11,Employed,M,25752,Suburban,Married,73,28.0,85,0.0,2,Personal Auto,Personal L3,Offer4,Agent,378.262864,Two-Door Car,Small,A
MQ15074,washington,2499.498786,No,Basic,High School or Below,2/1/11,Employed,M,28082,Suburban,Married,64,9.0,63,0.0,1,Personal Auto,Personal L2,Offer2,Branch,578.499499,Four-Door Car,Medsize,A
